"bio_year","latitude_rounded","longitude_rounded","slf_present","slf_established","DistToIntro","theta","sectors","rotation_nb","sectors_nb"
2018,40.02703,-75.63529,TRUE,TRUE,43.2409891198527,1.6735984544913,20,2,5
2019,39.51351,-75.70588,TRUE,TRUE,100.156637913718,1.53694103642093,20,2,5
2020,39.20721,-75.55294,TRUE,TRUE,134.537621274826,1.67177370529607,20,2,5
2014,40.38739,-75.67059,TRUE,TRUE,3.11870784967468,1.739727354517,20,2,6
2015,40.30631,-75.64706,TRUE,TRUE,12.3319846205511,1.82480491689549,20,2,6
2016,40.18018,-75.63529,TRUE,TRUE,26.3223231195319,1.73955776005272,20,2,6
2017,40.08108,-75.52941,TRUE,TRUE,39.1272118037699,1.98254094666399,20,2,6
2018,39.67568,-75.50588,TRUE,TRUE,83.3809885175988,1.79604420036074,20,2,6
2019,39.56757,-75.48235,TRUE,TRUE,95.5527798425242,1.79465174495797,20,2,6
2020,39.46847,-75.25882,TRUE,TRUE,110.986677169332,1.98525116776815,20,2,6
2014,40.38739,-75.65882,TRUE,TRUE,3.39565933178975,2.10618435636302,20,2,7
2015,40.33333,-75.63529,TRUE,TRUE,9.71059488856164,2.02556596235204,20,2,7
2016,40.18018,-75.50588,TRUE,TRUE,29.8136491181792,2.195426541518,20,2,7
2017,40.13514,-75.52941,TRUE,TRUE,33.4872036196588,2.05109655348082,20,2,7
2018,39.86486,-75.22353,TRUE,TRUE,72.2301628187229,2.25815520722723,20,2,7
2019,39.4955,-74.95294,TRUE,TRUE,119.327692511712,2.23659555789406,20,2,7
2020,39.4955,-74.95294,TRUE,TRUE,119.327692511712,2.23659555789406,20,2,7
2014,40.40541,-75.65882,TRUE,TRUE,1.77699633356476,2.604830912009,20,2,8
2015,40.36036,-75.6,TRUE,TRUE,8.83508387897628,2.51203913814693,20,2,8
2016,40.24324,-75.51765,TRUE,TRUE,23.3314420667945,2.31281730636209,20,2,8
2017,40.0991,-75.27059,TRUE,TRUE,49.1724006186444,2.47849850507306,20,2,8
2018,39.89189,-75.18824,TRUE,TRUE,71.4095552886211,2.32033476386437,20,2,8
2019,39.51351,-74.78824,TRUE,TRUE,125.573054411178,2.34801614243382,20,2,8
2020,39.51351,-74.78824,TRUE,TRUE,125.573054411178,2.34801614243382,20,2,8
2015,40.3964,-75.58824,TRUE,TRUE,7.68386339430477,2.92857130219052,20,2,9
2016,40.30631,-75.44706,TRUE,TRUE,22.8540429704417,2.69636945690253,20,2,9
2017,40.25225,-75.18824,TRUE,TRUE,45.1758728896008,2.81869082745362,20,2,9
2018,40.18919,-74.8,TRUE,TRUE,78.5367963096061,2.88887150350385,20,2,9
